,from,to,date,subject,from name,to names,num_to
51,Varro.Awelon@gastech.com.kronos,"Benito.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",2014-01-06 14:01:00,RE: Don't text and drive!,Varro Awelon,"['Benito Hawelon', 'Cecilia Morluniau', 'Varro Awelon', 'Albina Hafon', 'Dante Coginian', 'Claudio Hawelon']",6
52,Dante.Coginian@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 14:05:00,Congratulations on your service anniversary,Dante Coginian,['Lucas Alcazar'],1
53,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-06 14:16:00,RE: GT-SeismicProcessorPro Bug Report,Nils Calixto,"['Nils Calixto', 'Sven Flecha']",2
54,Willem.Vasco-Pais@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos",2014-01-06 14:19:00,RE: IPO,Willem Vasco-Pais,"['Orhan Strum', 'Willem Vasco-Pais']",2
55,Benito.Hawelon@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Varro.Awelon@gastech.com.kronos",2014-01-06 14:19:00,RE: New refueling policies - Effective February 1,Benito Hawelon,"['Claudio Hawelon', 'Dante Coginian', 'Valeria Morlun', 'Albina Hafon', 'Emile Arpa', 'Cecilia Morluniau', 'Adan Morlun', 'Benito Hawelon', 'Varro Awelon']",9
56,Axel.Calzas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 14:22:00,Meeting,Axel Calzas,['Lars Azada'],1
57,Dante.Coginian@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos",2014-01-06 14:23:00,RE: New refueling policies - Effective February 1,Dante Coginian,"['Valeria Morlun', 'Albina Hafon', 'Varro Awelon', 'Benito Hawelon', 'Dante Coginian']",5
58,Benito.Hawelon@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos",2014-01-06 14:26:00,RE: Route suggestion for next shift,Benito Hawelon,"['Dante Coginian', 'Albina Hafon', 'Benito Hawelon', 'Henk Mies']",4
59,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-06 14:28:00,RE: GT-SeismicProcessorPro Bug Report,Nils Calixto,"['Nils Calixto', 'Sven Flecha']",2
60,Axel.Calzas@gastech.com.kronos,"Felix.Balas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Vira.Frente@gastech.com.kronos",2014-01-06 14:30:00,RE: Wellhead flow rate data,Axel Calzas,"['Felix Balas', 'Lars Azada', 'Elsa Orilla', 'Birgitta Frente', 'Kare Orilla', 'Isande Borrasca', 'Gustav Cazar', 'Axel Calzas', 'Vira Frente']",9
61,Albina.Hafon@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos",2014-01-06 14:33:00,RE: Route suggestion for next shift,Albina Hafon,"['Dante Coginian', 'Albina Hafon', 'Benito Hawelon', 'Henk Mies']",4
62,Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-06 14:38:00,RE: Craft night,Anda Ribera,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
63,Vira.Frente@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",2014-01-06 14:43:00,Wellhead flow rate data,Vira Frente,"['Isande Borrasca', 'Elsa Orilla', 'Felix Balas', 'Brand Tempestad', 'Kare Orilla', 'Adra Nubarron', 'Lars Azada', 'Marin Onda', 'Gustav Cazar']",9
64,Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-06 14:53:00,RE: Craft night,Ruscella Mies Haber,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
65,Willem.Vasco-Pais@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos",2014-01-06 14:57:00,RE: IPO,Willem Vasco-Pais,"['Orhan Strum', 'Willem Vasco-Pais']",2
66,Kanon.Herrero@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,2014-01-06 15:04:00,RE: Concert tickets,Kanon Herrero,['Hennie Osvaldo'],1
67,Kanon.Herrero@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-06 15:05:00,Late for meeting,Kanon Herrero,['Nils Calixto'],1
68,Sven.Flecha@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-06 15:11:00,RE: GT-SeismicProcessorPro Bug Report,Sven Flecha,"['Nils Calixto', 'Sven Flecha']",2
69,Claudio.Hawelon@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-06 15:14:00,Are you buying coffee?,Claudio Hawelon,['Rachel Pantanal'],1
70,Ingrid.Barranco@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,2014-01-06 15:17:00,RE: Supplies,Ingrid Barranco,['Cecilia Morluniau'],1
71,Cecilia.Morluniau@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 15:27:00,RE: Supplies,Cecilia Morluniau,['Ingrid Barranco'],1
72,Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-06 15:30:00,RE: Craft night,Ruscella Mies Haber,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
73,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",2014-01-06 15:42:00,All staff announcement,Mat Bramar,"['Rachel Pantanal', 'Lars Azada', 'Felix Balas', 'Isande Borrasca', 'Axel Calzas', 'Gustav Cazar', 'Lidelse Dedos', 'Birgitta Frente', 'Vira Frente', 'Adra Nubarron', 'Marin Onda', 'Kare Orilla', 'Elsa Orilla', 'Brand Tempestad', 'Ingrid Barranco', 'Ada Campo-Corrente', 'Sten Sanjorge Jr.', 'Orhan Strum', 'Willem Vasco-Pais', 'Bertrand Ovan', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese', 'Lucas Alcazar', 'Isak Baza', 'Linnea Bergen', 'Nils Calixto', 'Sven Flecha', 'Hideki Cocinaro', 'Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Stenig Fusil', 'Hennie Osvaldo', 'Kanon Herrero', 'Varja Lagos', 'Minke Mies', 'Felix Resumir', 'Edvard Vann', 'Emile Arpa', 'Varro Awelon', 'Mat Bramar', 'Dante Coginian', 'Carla Forluniau', 'Linda Lagos', 'Cornelia Lais', 'Ruscella Mies Haber', 'Anda Ribera']",54
74,Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",2014-01-06 15:54:00,"Good morning, GasTech!",Ruscella Mies Haber,"['Rachel Pantanal', 'Lars Azada', 'Felix Balas', 'Isande Borrasca', 'Axel Calzas', 'Gustav Cazar', 'Lidelse Dedos', 'Birgitta Frente', 'Vira Frente', 'Adra Nubarron', 'Marin Onda', 'Kare Orilla', 'Elsa Orilla', 'Brand Tempestad', 'Ingrid Barranco', 'Ada Campo-Corrente', 'Sten Sanjorge Jr.', 'Orhan Strum', 'Willem Vasco-Pais', 'Bertrand Ovan', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese', 'Lucas Alcazar', 'Isak Baza', 'Linnea Bergen', 'Nils Calixto', 'Sven Flecha', 'Hideki Cocinaro', 'Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Stenig Fusil', 'Hennie Osvaldo', 'Kanon Herrero', 'Varja Lagos', 'Minke Mies', 'Felix Resumir', 'Edvard Vann', 'Emile Arpa', 'Varro Awelon', 'Mat Bramar', 'Dante Coginian', 'Carla Forluniau', 'Linda Lagos', 'Cornelia Lais', 'Ruscella Mies Haber', 'Anda Ribera']",54
75,Lucas.Alcazar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 15:58:00,RE: Congratulations on your service anniversary,Lucas Alcazar,['Dante Coginian'],1
76,Adra.Nubarron@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",2014-01-06 16:21:00,RE: Wellhead flow rate data,Adra Nubarron,"['Isande Borrasca', 'Elsa Orilla', 'Felix Balas', 'Brand Tempestad', 'Kare Orilla', 'Adra Nubarron', 'Lars Azada', 'Marin Onda', 'Gustav Cazar']",9
77,Lars.Azada@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,2014-01-06 16:31:00,RE: Meeting,Lars Azada,['Axel Calzas'],1
78,Axel.Calzas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 16:37:00,RE: Meeting,Axel Calzas,['Lars Azada'],1
79,Adan.Morlun@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos",2014-01-06 16:38:00,RE: Facilities preparations for VIP visit,Adan Morlun,"['Irene Nant', 'Dante Coginian', 'Emile Arpa', 'Varro Awelon', 'Cecilia Morluniau', 'Claudio Hawelon', 'Henk Mies', 'Dylan Scozzese', 'Benito Hawelon']",9
80,Nils.Calixto@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 16:39:00,RE: Late for meeting,Nils Calixto,['Kanon Herrero'],1
81,Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",2014-01-06 16:39:00,RE: Route suggestion for next shift,Dylan Scozzese,"['Irene Nant', 'Cecilia Morluniau', 'Dylan Scozzese']",3
82,Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-06 16:44:00,RE: Question - Protocol for VIP visit,Ruscella Mies Haber,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
83,Kanon.Herrero@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-06 16:53:00,RE: Late for meeting,Kanon Herrero,['Nils Calixto'],1
84,Dante.Coginian@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 16:55:00,RE: Congratulations on your service anniversary,Dante Coginian,['Lucas Alcazar'],1
85,Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",2014-01-06 16:55:00,RE: Route suggestion for next shift,Dylan Scozzese,"['Irene Nant', 'Cecilia Morluniau', 'Dylan Scozzese']",3
86,Nils.Calixto@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 17:07:00,RE: Late for meeting,Nils Calixto,['Kanon Herrero'],1
87,Kanon.Herrero@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-06 17:10:00,RE: Late for meeting,Kanon Herrero,['Nils Calixto'],1
88,Rachel.Pantanal@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-06 17:34:00,RE: Are you buying coffee?,Rachel Pantanal,['Claudio Hawelon'],1
89,Irene.Nant@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",2014-01-06 17:52:00,RE: Route suggestion for next shift,Irene Nant,"['Irene Nant', 'Cecilia Morluniau', 'Dylan Scozzese']",3
90,Marin.Onda@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",2014-01-06 17:56:00,RE: Wellhead flow rate data,Marin Onda,"['Isande Borrasca', 'Elsa Orilla', 'Felix Balas', 'Brand Tempestad', 'Kare Orilla', 'Adra Nubarron', 'Lars Azada', 'Marin Onda', 'Gustav Cazar']",9
91,Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",2014-01-06 17:57:00,RE: Route suggestion for next shift,Dylan Scozzese,"['Irene Nant', 'Cecilia Morluniau', 'Dylan Scozzese']",3
92,Irene.Nant@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",2014-01-06 18:01:00,RE: Route suggestion for next shift,Irene Nant,"['Irene Nant', 'Cecilia Morluniau', 'Dylan Scozzese']",3
93,Cecilia.Morluniau@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",2014-01-06 18:08:00,RE: Facilities preparations for VIP visit,Cecilia Morluniau,"['Dylan Scozzese', 'Emile Arpa', 'Henk Mies', 'Adan Morlun', 'Valeria Morlun', 'Benito Hawelon', 'Albina Hafon', 'Claudio Hawelon']",8
94,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",2014-01-07 08:27:00,Service anniversaries!,Mat Bramar,"['Rachel Pantanal', 'Lars Azada', 'Felix Balas', 'Isande Borrasca', 'Axel Calzas', 'Gustav Cazar', 'Lidelse Dedos', 'Birgitta Frente', 'Vira Frente', 'Adra Nubarron', 'Marin Onda', 'Kare Orilla', 'Elsa Orilla', 'Brand Tempestad', 'Ingrid Barranco', 'Ada Campo-Corrente', 'Sten Sanjorge Jr.', 'Orhan Strum', 'Willem Vasco-Pais', 'Bertrand Ovan', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese', 'Lucas Alcazar', 'Isak Baza', 'Linnea Bergen', 'Nils Calixto', 'Sven Flecha', 'Hideki Cocinaro', 'Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Stenig Fusil', 'Hennie Osvaldo', 'Kanon Herrero', 'Varja Lagos', 'Minke Mies', 'Felix Resumir', 'Edvard Vann', 'Emile Arpa', 'Varro Awelon', 'Mat Bramar', 'Dante Coginian', 'Carla Forluniau', 'Linda Lagos', 'Cornelia Lais', 'Ruscella Mies Haber', 'Anda Ribera']",54
95,Irene.Nant@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos",2014-01-07 08:46:00,Traffic advisory for today,Irene Nant,"['Bertrand Ovan', 'Varro Awelon', 'Dante Coginian', 'Adan Morlun', 'Albina Hafon', 'Claudio Hawelon', 'Cecilia Morluniau', 'Irene Nant', 'Henk Mies']",9
96,Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",2014-01-07 08:53:00,List of repairs needed,Dylan Scozzese,"['Irene Nant', 'Adan Morlun', 'Valeria Morlun', 'Emile Arpa', 'Varro Awelon', 'Benito Hawelon', 'Henk Mies', 'Bertrand Ovan', 'Claudio Hawelon']",9
97,Nils.Calixto@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-07 08:59:00,GT-SeismicProcessorPro Bug Report,Nils Calixto,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
98,Ada.Campo-Corrente@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,2014-01-07 09:34:00,"Hey, Im going home sick.",Ada Campo-Corrente,['Felix Resumir'],1
99,Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-07 09:35:00,RE: GT-SeismicProcessorPro Bug Report,Lucas Alcazar,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
100,Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-07 09:59:00,RE: GT-SeismicProcessorPro Bug Report,Lucas Alcazar,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
